income,land_size,state,crop,irrigation,farmer_type,scheme,approved
416994,5.97,karnataka,sugarcane,yes,large,sugarcane_incentive,1
268375,3.52,maharashtra,cotton,no,medium,drip_irrigation,1
123268,2.85,karnataka,sugarcane,no,medium,small_farmer_support,0
322305,4.23,up,wheat,yes,large,crop_insurance,1
338117,4.1,up,wheat,yes,large,drip_irrigation,0
75561,1.99,up,rice,yes,small,low_income_farmer_aid,1
233586,2.49,punjab,wheat,yes,medium,sugarcane_incentive,1
211133,5.54,gujarat,cotton,yes,large,large_farmer_irrigation_support,0
85077,2.02,up,rice,yes,medium,crop_insurance,0
134254,1.5,punjab,rice,yes,small,crop_insurance,0
207481,5.67,gujarat,cotton,yes,large,rice_development_scheme,0
237535,5.17,karnataka,sugarcane,no,large,crop_insurance,1
154328,2.07,punjab,rice,yes,medium,sugarcane_incentive,1
293124,3.1,up,rice,yes,medium,drip_irrigation,0
225533,4.54,maharashtra,sugarcane,no,large,cotton_support_scheme,0
353101,5.39,punjab,wheat,yes,large,crop_insurance,1
90511,2.44,up,rice,no,medium,pm_kisan,0
277473,3.63,karnataka,sugarcane,no,medium,medium_farmer_modernization,0
22833,0.64,maharashtra,cotton,no,small,large_farmer_irrigation_support,0
82166,2.25,gujarat,wheat,yes,medium,rice_development_scheme,1
171960,3.36,punjab,wheat,yes,medium,cotton_support_scheme,0
57947,0.83,punjab,wheat,yes,small,medium_farmer_modernization,0
347285,4.48,maharashtra,cotton,no,large,drip_irrigation,0
58934,1.11,gujarat,cotton,yes,small,cotton_support_scheme,1
120059,2.22,up,rice,no,medium,cotton_support_scheme,0
91645,1.43,karnataka,sugarcane,no,small,rice_development_scheme,1
77491,1.7,punjab,rice,yes,small,pm_kisan,1
64636,1.36,gujarat,cotton,no,small,cotton_support_scheme,1
62891,1.34,gujarat,cotton,no,small,drip_irrigation,0
344011,4.0,punjab,rice,yes,large,sugarcane_incentive,0
49487,0.56,punjab,rice,yes,small,sugarcane_incentive,1
126040,3.82,karnataka,rice,no,medium,drip_irrigation,1
265487,3.07,up,rice,yes,medium,cotton_support_scheme,0
250719,5.16,up,rice,no,large,pm_kisan,0
204856,2.93,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
151171,3.44,punjab,rice,yes,medium,small_farmer_support,0
60817,0.7,up,wheat,yes,small,large_farmer_irrigation_support,0
146793,2.62,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
313475,4.43,karnataka,sugarcane,no,large,small_farmer_support,0
167115,5.21,up,wheat,no,large,cotton_support_scheme,1
301735,4.79,punjab,wheat,yes,large,crop_insurance,1
250105,4.7,maharashtra,cotton,no,large,rice_development_scheme,0
264693,3.27,karnataka,rice,yes,medium,rice_development_scheme,0
92121,1.96,up,rice,no,small,rice_development_scheme,1
71095,0.97,up,wheat,yes,small,sugarcane_incentive,0
212141,4.79,gujarat,cotton,yes,large,cotton_support_scheme,1
287502,3.91,karnataka,rice,no,medium,rice_development_scheme,0
393457,4.62,punjab,rice,yes,large,low_income_farmer_aid,0
432914,4.85,punjab,rice,yes,large,small_farmer_support,0
188739,4.66,up,wheat,no,large,medium_farmer_modernization,0
248757,3.4,up,rice,yes,medium,cotton_support_scheme,1
249564,5.42,maharashtra,sugarcane,yes,large,sugarcane_incentive,1
93632,2.33,gujarat,wheat,yes,medium,small_farmer_support,0
147604,4.39,gujarat,cotton,no,large,pm_kisan,0
176420,5.73,karnataka,sugarcane,no,large,low_income_farmer_aid,0
286245,3.89,gujarat,cotton,no,medium,drip_irrigation,1
291860,3.46,gujarat,wheat,yes,medium,medium_farmer_modernization,0
113103,3.18,karnataka,rice,no,medium,large_farmer_irrigation_support,0
321227,4.03,up,rice,no,large,low_income_farmer_aid,0
223488,2.6,punjab,wheat,yes,medium,medium_farmer_modernization,1
231067,3.78,up,rice,no,medium,drip_irrigation,0
34788,0.55,karnataka,sugarcane,no,small,cotton_support_scheme,0
48267,0.63,punjab,rice,yes,small,small_farmer_support,1
311096,5.58,gujarat,cotton,no,large,sugarcane_incentive,0
263964,5.91,maharashtra,cotton,no,large,small_farmer_support,0
404408,5.57,punjab,wheat,yes,large,small_farmer_support,0
322449,3.92,maharashtra,sugarcane,yes,medium,crop_insurance,0
79337,1.14,gujarat,wheat,no,small,sugarcane_incentive,0
368091,3.86,maharashtra,cotton,yes,medium,sugarcane_incentive,0
284682,4.08,punjab,rice,yes,large,rice_development_scheme,0
168128,4.91,gujarat,wheat,no,large,rice_development_scheme,1
73820,1.81,karnataka,sugarcane,no,small,rice_development_scheme,1
113437,1.76,up,rice,no,small,sugarcane_incentive,0
327928,5.95,gujarat,wheat,no,large,medium_farmer_modernization,0
189991,5.27,punjab,rice,yes,large,small_farmer_support,0
281895,3.37,gujarat,cotton,yes,medium,drip_irrigation,0
285689,3.26,maharashtra,sugarcane,yes,medium,pm_kisan,0
75198,0.86,gujarat,cotton,yes,small,cotton_support_scheme,0
312813,4.72,karnataka,rice,no,large,cotton_support_scheme,1
108708,2.0,up,wheat,no,medium,pm_kisan,0
434354,5.95,karnataka,rice,yes,large,medium_farmer_modernization,0
366884,4.54,up,wheat,yes,large,low_income_farmer_aid,0
243492,3.36,maharashtra,cotton,no,medium,rice_development_scheme,0
355571,4.36,gujarat,wheat,yes,large,low_income_farmer_aid,0
382832,4.9,punjab,wheat,no,large,pm_kisan,0
107514,1.75,punjab,wheat,no,small,cotton_support_scheme,1
130114,3.6,gujarat,wheat,yes,medium,small_farmer_support,0
150995,3.89,karnataka,rice,yes,medium,drip_irrigation,0
212151,3.89,up,wheat,yes,medium,sugarcane_incentive,0
359572,4.82,maharashtra,sugarcane,no,large,pm_kisan,0
21335,0.61,maharashtra,cotton,no,small,low_income_farmer_aid,1
73644,1.5,gujarat,cotton,no,small,cotton_support_scheme,0
78602,1.25,karnataka,rice,no,small,low_income_farmer_aid,1
369690,5.43,maharashtra,sugarcane,no,large,cotton_support_scheme,1
56397,1.45,maharashtra,cotton,no,small,pm_kisan,1
398695,4.83,gujarat,wheat,yes,large,large_farmer_irrigation_support,0
131711,2.73,karnataka,sugarcane,yes,medium,large_farmer_irrigation_support,0
234137,5.36,punjab,rice,yes,large,medium_farmer_modernization,0
188863,4.06,up,rice,no,large,crop_insurance,0
91066,1.39,punjab,wheat,yes,small,drip_irrigation,0
63546,0.7,punjab,wheat,yes,small,rice_development_scheme,0
47515,0.53,gujarat,wheat,yes,small,cotton_support_scheme,1
131380,2.43,karnataka,rice,no,medium,sugarcane_incentive,1
125355,1.47,punjab,rice,yes,small,rice_development_scheme,0
235844,4.52,punjab,wheat,no,large,low_income_farmer_aid,0
88020,1.34,gujarat,wheat,no,small,medium_farmer_modernization,0
68990,0.99,gujarat,cotton,no,small,cotton_support_scheme,0
170100,3.58,gujarat,wheat,yes,medium,medium_farmer_modernization,1
279296,3.21,up,rice,yes,medium,pm_kisan,0
187836,4.74,karnataka,rice,no,large,drip_irrigation,1
327486,4.74,punjab,wheat,yes,large,pm_kisan,0
121743,2.59,up,rice,yes,medium,pm_kisan,0
169285,4.17,karnataka,sugarcane,no,large,drip_irrigation,1
245393,5.88,maharashtra,cotton,yes,large,low_income_farmer_aid,0
211251,3.15,up,rice,no,medium,low_income_farmer_aid,0
136660,4.26,gujarat,wheat,no,large,cotton_support_scheme,0
317567,5.81,maharashtra,sugarcane,yes,large,large_farmer_irrigation_support,1
175111,3.3,karnataka,sugarcane,no,medium,rice_development_scheme,1
450351,5.46,up,rice,yes,large,pm_kisan,0
112111,1.45,maharashtra,cotton,no,small,medium_farmer_modernization,0
65817,0.76,punjab,wheat,yes,small,large_farmer_irrigation_support,0
148062,2.04,karnataka,rice,yes,medium,medium_farmer_modernization,0
274481,5.14,maharashtra,sugarcane,no,large,low_income_farmer_aid,0
158186,2.7,punjab,wheat,yes,medium,sugarcane_incentive,1
84235,1.16,up,wheat,yes,small,medium_farmer_modernization,0
162424,2.18,punjab,rice,yes,medium,low_income_farmer_aid,0
87696,1.2,gujarat,cotton,yes,small,rice_development_scheme,1
214912,3.22,karnataka,rice,no,medium,sugarcane_incentive,1
139505,1.64,punjab,rice,yes,small,large_farmer_irrigation_support,0
75261,2.1,maharashtra,sugarcane,no,medium,medium_farmer_modernization,0
151417,3.62,karnataka,rice,no,medium,rice_development_scheme,0
261194,4.59,karnataka,rice,yes,large,rice_development_scheme,1
89686,2.65,karnataka,rice,no,medium,sugarcane_incentive,1
257135,5.71,karnataka,sugarcane,yes,large,drip_irrigation,0
154398,2.54,gujarat,cotton,no,medium,cotton_support_scheme,0
274658,3.46,maharashtra,cotton,yes,medium,medium_farmer_modernization,0
312147,5.97,up,rice,no,large,low_income_farmer_aid,0
375411,5.53,karnataka,sugarcane,yes,large,large_farmer_irrigation_support,0
77885,1.46,maharashtra,sugarcane,no,small,small_farmer_support,1
126135,2.04,up,rice,yes,medium,small_farmer_support,0
132019,3.03,gujarat,wheat,yes,medium,medium_farmer_modernization,1
77180,1.39,maharashtra,sugarcane,yes,small,medium_farmer_modernization,0
144072,2.88,karnataka,sugarcane,no,medium,cotton_support_scheme,0
178788,5.04,maharashtra,cotton,no,large,pm_kisan,0
223260,4.88,karnataka,rice,no,large,drip_irrigation,0
294995,5.06,punjab,wheat,yes,large,large_farmer_irrigation_support,1
36094,0.8,maharashtra,sugarcane,no,small,sugarcane_incentive,1
299497,3.99,karnataka,rice,no,medium,drip_irrigation,0
88869,1.38,maharashtra,cotton,no,small,cotton_support_scheme,0
97057,2.21,punjab,wheat,yes,medium,pm_kisan,0
410147,5.51,gujarat,wheat,no,large,sugarcane_incentive,0
173181,2.41,up,wheat,yes,medium,pm_kisan,0
57737,1.21,maharashtra,cotton,no,small,sugarcane_incentive,0
251208,2.96,up,wheat,yes,medium,rice_development_scheme,1
445997,5.87,maharashtra,sugarcane,yes,large,drip_irrigation,0
359934,3.85,up,wheat,yes,medium,drip_irrigation,0
310014,4.46,karnataka,rice,yes,large,crop_insurance,1
184031,2.98,punjab,wheat,yes,medium,pm_kisan,0
197140,4.46,gujarat,cotton,no,large,cotton_support_scheme,1
120226,2.82,karnataka,rice,yes,medium,sugarcane_incentive,0
410402,5.8,karnataka,rice,no,large,cotton_support_scheme,0
290405,5.21,punjab,rice,yes,large,cotton_support_scheme,1
73964,1.62,gujarat,wheat,no,small,small_farmer_support,1
184081,3.92,punjab,rice,yes,medium,rice_development_scheme,1
179671,2.57,maharashtra,cotton,no,medium,rice_development_scheme,1
67153,1.55,maharashtra,sugarcane,no,small,pm_kisan,1
236730,4.57,gujarat,cotton,no,large,low_income_farmer_aid,0
191696,3.25,punjab,rice,yes,medium,drip_irrigation,0
328744,5.93,gujarat,cotton,yes,large,pm_kisan,0
249582,4.58,maharashtra,sugarcane,no,large,cotton_support_scheme,1
105818,2.54,maharashtra,cotton,no,medium,large_farmer_irrigation_support,0
337544,3.92,up,wheat,yes,medium,crop_insurance,1
244102,3.75,karnataka,rice,no,medium,drip_irrigation,0
233323,3.85,gujarat,cotton,yes,medium,small_farmer_support,0
180482,2.87,up,rice,no,medium,medium_farmer_modernization,1
105372,2.51,karnataka,rice,no,medium,large_farmer_irrigation_support,0
41546,1.18,karnataka,sugarcane,no,small,cotton_support_scheme,1
194610,4.1,karnataka,sugarcane,no,large,medium_farmer_modernization,0
153147,3.93,up,wheat,yes,medium,small_farmer_support,0
121804,1.91,maharashtra,sugarcane,no,small,large_farmer_irrigation_support,0
48634,0.94,gujarat,wheat,no,small,medium_farmer_modernization,0
92009,1.35,up,wheat,no,small,rice_development_scheme,0
212187,5.8,karnataka,sugarcane,no,large,small_farmer_support,0
292348,5.45,maharashtra,cotton,no,large,low_income_farmer_aid,0
142272,1.88,punjab,rice,no,small,cotton_support_scheme,0
233074,3.18,gujarat,cotton,no,medium,cotton_support_scheme,1
141775,3.06,gujarat,wheat,yes,medium,large_farmer_irrigation_support,0
305580,3.94,gujarat,wheat,yes,medium,large_farmer_irrigation_support,0
29434,0.74,maharashtra,cotton,no,small,cotton_support_scheme,0
64702,0.82,punjab,wheat,no,small,medium_farmer_modernization,0
85176,2.42,up,rice,no,medium,small_farmer_support,0
196923,5.58,up,wheat,no,large,rice_development_scheme,0
435510,5.14,punjab,rice,yes,large,small_farmer_support,0
489066,5.7,gujarat,wheat,yes,large,rice_development_scheme,1
77519,1.11,gujarat,wheat,yes,small,pm_kisan,1
120997,2.71,gujarat,wheat,yes,medium,cotton_support_scheme,1
78701,1.29,maharashtra,cotton,yes,small,low_income_farmer_aid,1
118374,1.7,karnataka,rice,no,small,rice_development_scheme,0
83849,1.8,maharashtra,sugarcane,no,small,drip_irrigation,0
446713,5.63,karnataka,sugarcane,yes,large,drip_irrigation,0
264761,4.65,gujarat,wheat,no,large,low_income_farmer_aid,0
88297,2.68,karnataka,rice,no,medium,small_farmer_support,0
376446,5.98,maharashtra,cotton,no,large,small_farmer_support,0
161185,3.7,gujarat,wheat,yes,medium,sugarcane_incentive,1
186683,2.44,karnataka,sugarcane,yes,medium,rice_development_scheme,1
96560,1.71,up,wheat,yes,small,cotton_support_scheme,0
301883,4.76,maharashtra,sugarcane,no,large,large_farmer_irrigation_support,0
94072,1.1,maharashtra,sugarcane,yes,small,large_farmer_irrigation_support,0
175754,2.46,maharashtra,sugarcane,no,medium,rice_development_scheme,1
47208,0.71,up,wheat,yes,small,crop_insurance,0
71217,1.2,karnataka,sugarcane,no,small,rice_development_scheme,1
116740,1.76,maharashtra,cotton,no,small,low_income_farmer_aid,1
166119,2.26,punjab,wheat,no,medium,large_farmer_irrigation_support,0
175904,4.55,gujarat,cotton,yes,large,pm_kisan,0
163726,4.34,karnataka,rice,no,large,small_farmer_support,0
178805,2.57,gujarat,cotton,no,medium,cotton_support_scheme,0
200206,2.65,punjab,wheat,yes,medium,low_income_farmer_aid,0
91655,2.6,up,wheat,no,medium,medium_farmer_modernization,0
312239,3.34,gujarat,wheat,yes,medium,cotton_support_scheme,1
67753,0.94,up,wheat,yes,small,small_farmer_support,1
73413,0.95,maharashtra,cotton,no,small,rice_development_scheme,0
322677,4.96,gujarat,cotton,no,large,low_income_farmer_aid,0
467758,5.55,punjab,rice,yes,large,cotton_support_scheme,1
129962,1.66,punjab,wheat,yes,small,drip_irrigation,0
244174,4.04,up,wheat,yes,large,small_farmer_support,0
81480,1.13,punjab,wheat,yes,small,drip_irrigation,0
187845,2.29,punjab,rice,yes,medium,large_farmer_irrigation_support,0
216478,3.9,karnataka,rice,yes,medium,pm_kisan,0
349106,5.83,gujarat,wheat,no,large,cotton_support_scheme,1
236617,2.8,maharashtra,cotton,yes,medium,low_income_farmer_aid,0
515056,5.58,punjab,wheat,yes,large,rice_development_scheme,1
88475,1.99,karnataka,rice,no,small,small_farmer_support,1
266333,3.7,punjab,rice,yes,medium,small_farmer_support,0
42539,0.55,maharashtra,cotton,no,small,crop_insurance,0
420816,5.5,gujarat,wheat,yes,large,small_farmer_support,0
479663,5.08,up,wheat,yes,large,cotton_support_scheme,1
55117,1.02,up,wheat,yes,small,drip_irrigation,0
255562,4.32,maharashtra,cotton,no,large,sugarcane_incentive,1
107103,2.25,karnataka,sugarcane,yes,medium,large_farmer_irrigation_support,0
285928,4.31,karnataka,rice,yes,large,drip_irrigation,0
70020,1.07,gujarat,wheat,no,small,drip_irrigation,1
250670,3.95,gujarat,wheat,no,medium,pm_kisan,0
69993,1.19,karnataka,sugarcane,yes,small,medium_farmer_modernization,0
341644,3.95,gujarat,wheat,yes,medium,rice_development_scheme,0
50594,1.31,karnataka,sugarcane,no,small,medium_farmer_modernization,0
61584,1.09,karnataka,sugarcane,yes,small,rice_development_scheme,0
317386,4.22,maharashtra,sugarcane,yes,large,large_farmer_irrigation_support,1
269801,3.07,punjab,wheat,yes,medium,cotton_support_scheme,1
186389,4.63,up,rice,no,large,small_farmer_support,0
292912,4.06,punjab,wheat,no,large,low_income_farmer_aid,0
115481,3.14,karnataka,sugarcane,yes,medium,large_farmer_irrigation_support,0
260814,4.53,maharashtra,sugarcane,no,large,low_income_farmer_aid,0
65902,1.78,up,wheat,yes,small,sugarcane_incentive,0
232858,4.54,punjab,rice,yes,large,large_farmer_irrigation_support,0
343662,4.46,punjab,rice,yes,large,pm_kisan,0
162253,2.7,maharashtra,sugarcane,no,medium,medium_farmer_modernization,1
49987,0.65,maharashtra,sugarcane,yes,small,small_farmer_support,1
86630,1.99,up,rice,no,small,medium_farmer_modernization,0
317452,5.23,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
223844,5.91,punjab,wheat,yes,large,rice_development_scheme,1
165266,4.06,maharashtra,cotton,no,large,small_farmer_support,0
207794,3.24,maharashtra,sugarcane,yes,medium,drip_irrigation,0
142879,4.55,karnataka,sugarcane,no,large,drip_irrigation,0
123832,3.66,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
40327,0.51,gujarat,cotton,yes,small,medium_farmer_modernization,0
22815,0.59,up,wheat,no,small,cotton_support_scheme,1
312079,4.16,up,rice,no,large,large_farmer_irrigation_support,0
334189,4.67,maharashtra,sugarcane,no,large,crop_insurance,0
247799,2.92,punjab,wheat,yes,medium,sugarcane_incentive,1
406413,4.35,punjab,rice,yes,large,low_income_farmer_aid,0
78975,0.92,up,rice,yes,small,medium_farmer_modernization,0
30077,0.59,maharashtra,cotton,no,small,drip_irrigation,0
146359,2.26,maharashtra,sugarcane,no,medium,pm_kisan,0
193985,2.12,maharashtra,sugarcane,yes,medium,medium_farmer_modernization,0
34803,0.85,gujarat,cotton,no,small,medium_farmer_modernization,0
450727,5.86,up,wheat,no,large,medium_farmer_modernization,0
54313,1.69,maharashtra,cotton,no,small,cotton_support_scheme,1
83747,1.99,gujarat,wheat,yes,small,crop_insurance,1
274302,5.54,karnataka,rice,no,large,cotton_support_scheme,1
121794,1.81,punjab,rice,yes,small,pm_kisan,1
90885,0.95,karnataka,rice,yes,small,low_income_farmer_aid,1
281963,4.25,punjab,wheat,yes,large,rice_development_scheme,0
64294,1.24,karnataka,rice,no,small,rice_development_scheme,1
44618,0.92,punjab,wheat,yes,small,pm_kisan,1
34477,0.94,up,wheat,yes,small,low_income_farmer_aid,1
308579,4.72,karnataka,sugarcane,no,large,pm_kisan,0
114909,1.45,up,wheat,yes,small,rice_development_scheme,1
199681,4.73,maharashtra,sugarcane,no,large,small_farmer_support,0
158960,2.05,up,wheat,yes,medium,rice_development_scheme,0
215994,2.99,maharashtra,cotton,yes,medium,large_farmer_irrigation_support,0
283017,4.79,up,wheat,no,large,sugarcane_incentive,1
298154,3.31,punjab,rice,yes,medium,low_income_farmer_aid,0
321544,4.21,up,wheat,yes,large,medium_farmer_modernization,0
69211,2.06,maharashtra,sugarcane,no,medium,small_farmer_support,0
286094,5.85,karnataka,sugarcane,no,large,crop_insurance,0
304843,5.14,up,wheat,no,large,drip_irrigation,0
310260,3.77,punjab,wheat,yes,medium,rice_development_scheme,1
213485,2.88,maharashtra,sugarcane,no,medium,rice_development_scheme,1
77897,0.89,punjab,rice,yes,small,medium_farmer_modernization,0
115419,1.32,karnataka,sugarcane,yes,small,crop_insurance,1
236541,3.37,punjab,rice,yes,medium,large_farmer_irrigation_support,0
47616,1.03,punjab,wheat,yes,small,cotton_support_scheme,1
341020,5.97,gujarat,wheat,yes,large,crop_insurance,0
241200,2.86,maharashtra,sugarcane,yes,medium,crop_insurance,1
163201,2.1,up,rice,no,medium,pm_kisan,0
221218,2.99,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
46142,0.52,punjab,rice,yes,small,medium_farmer_modernization,0
27836,0.68,maharashtra,sugarcane,no,small,small_farmer_support,1
150242,4.06,punjab,wheat,yes,large,sugarcane_incentive,1
201175,2.82,up,wheat,no,medium,pm_kisan,0
151327,1.61,gujarat,wheat,yes,small,crop_insurance,0
166685,2.54,karnataka,rice,yes,medium,pm_kisan,0
206365,2.8,karnataka,sugarcane,no,medium,pm_kisan,0
29797,0.76,gujarat,wheat,yes,small,large_farmer_irrigation_support,0
288064,5.71,karnataka,sugarcane,yes,large,crop_insurance,0
84012,1.45,punjab,wheat,yes,small,rice_development_scheme,1
24959,0.58,karnataka,sugarcane,no,small,small_farmer_support,1
71930,1.92,maharashtra,cotton,yes,small,medium_farmer_modernization,0
103744,1.15,punjab,wheat,yes,small,low_income_farmer_aid,1
223695,3.2,gujarat,cotton,yes,medium,low_income_farmer_aid,0
60556,1.09,up,wheat,yes,small,large_farmer_irrigation_support,0
157258,1.97,maharashtra,cotton,yes,small,small_farmer_support,1
204938,3.4,up,rice,yes,medium,crop_insurance,0
392656,5.12,karnataka,sugarcane,yes,large,crop_insurance,1
327147,5.06,punjab,wheat,yes,large,sugarcane_incentive,1
178454,3.49,maharashtra,sugarcane,yes,medium,sugarcane_incentive,1
198729,5.84,maharashtra,cotton,no,large,large_farmer_irrigation_support,0
521807,5.71,maharashtra,cotton,yes,large,drip_irrigation,0
258620,5.48,maharashtra,cotton,yes,large,medium_farmer_modernization,0
94996,2.7,gujarat,cotton,no,medium,medium_farmer_modernization,0
135120,4.16,punjab,wheat,no,large,crop_insurance,1
94723,1.42,gujarat,cotton,yes,small,crop_insurance,0
274467,3.02,up,rice,yes,medium,low_income_farmer_aid,0
292752,6.0,maharashtra,cotton,no,large,cotton_support_scheme,0
118155,2.02,up,rice,yes,medium,drip_irrigation,0
534353,5.68,punjab,wheat,yes,large,medium_farmer_modernization,0
516628,6.0,punjab,rice,yes,large,drip_irrigation,0
229068,2.89,gujarat,wheat,yes,medium,small_farmer_support,0
94720,2.5,maharashtra,cotton,no,medium,low_income_farmer_aid,1
519906,5.95,punjab,wheat,yes,large,large_farmer_irrigation_support,0
39560,1.19,gujarat,cotton,no,small,large_farmer_irrigation_support,0
206672,5.48,maharashtra,sugarcane,no,large,medium_farmer_modernization,0
142572,3.93,maharashtra,sugarcane,no,medium,drip_irrigation,0
51076,0.65,gujarat,cotton,yes,small,cotton_support_scheme,0
41459,0.62,gujarat,wheat,no,small,pm_kisan,1
286028,4.62,karnataka,sugarcane,no,large,drip_irrigation,1
279185,3.34,gujarat,wheat,yes,medium,drip_irrigation,0
123116,2.74,gujarat,wheat,no,medium,small_farmer_support,0
262155,3.83,up,rice,yes,medium,large_farmer_irrigation_support,0
117944,2.84,gujarat,cotton,yes,medium,crop_insurance,0
396887,4.4,maharashtra,cotton,yes,large,crop_insurance,1
53802,0.81,punjab,rice,yes,small,crop_insurance,0
157055,1.98,karnataka,rice,yes,small,low_income_farmer_aid,0
79765,2.33,maharashtra,cotton,no,medium,low_income_farmer_aid,1
204755,3.44,karnataka,rice,no,medium,sugarcane_incentive,1
238127,3.5,maharashtra,cotton,yes,medium,rice_development_scheme,0
313205,5.12,karnataka,rice,no,large,large_farmer_irrigation_support,1
136896,4.24,up,rice,no,large,drip_irrigation,1
199254,2.29,up,wheat,yes,medium,pm_kisan,0
444218,5.47,karnataka,sugarcane,yes,large,cotton_support_scheme,1
199444,4.58,maharashtra,cotton,yes,large,rice_development_scheme,0
224062,4.4,maharashtra,sugarcane,yes,large,sugarcane_incentive,1
163881,4.32,punjab,wheat,yes,large,pm_kisan,0
56059,0.6,punjab,rice,yes,small,drip_irrigation,0
88957,1.96,punjab,rice,yes,small,drip_irrigation,0
318064,3.72,up,wheat,yes,medium,sugarcane_incentive,0
38017,0.56,maharashtra,sugarcane,yes,small,drip_irrigation,0
173654,2.66,maharashtra,cotton,yes,medium,drip_irrigation,0
50992,0.85,up,rice,yes,small,large_farmer_irrigation_support,0
194349,3.95,punjab,rice,yes,medium,large_farmer_irrigation_support,0
177225,3.11,gujarat,cotton,yes,medium,medium_farmer_modernization,1
186266,3.17,gujarat,wheat,yes,medium,small_farmer_support,0
30157,0.82,punjab,rice,yes,small,rice_development_scheme,0
99039,2.68,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
78382,1.2,up,wheat,no,small,small_farmer_support,1
144371,2.77,up,wheat,yes,medium,medium_farmer_modernization,0
287286,3.9,punjab,wheat,yes,medium,drip_irrigation,0
440871,5.93,gujarat,wheat,yes,large,sugarcane_incentive,1
223526,3.27,maharashtra,sugarcane,yes,medium,sugarcane_incentive,1
54016,1.04,gujarat,cotton,no,small,medium_farmer_modernization,0
53759,0.99,gujarat,wheat,no,small,sugarcane_incentive,1
157127,2.79,gujarat,cotton,no,medium,drip_irrigation,1
321614,5.44,karnataka,rice,yes,large,pm_kisan,0
39564,0.91,gujarat,wheat,no,small,cotton_support_scheme,0
33962,0.53,up,wheat,no,small,rice_development_scheme,0
158737,4.26,gujarat,wheat,yes,large,low_income_farmer_aid,0
299727,3.15,karnataka,rice,yes,medium,crop_insurance,0
394242,4.21,punjab,rice,yes,large,cotton_support_scheme,1
34592,0.93,maharashtra,sugarcane,yes,small,drip_irrigation,0
175677,5.12,karnataka,rice,no,large,rice_development_scheme,1
108774,2.25,karnataka,rice,no,medium,large_farmer_irrigation_support,0
322509,4.96,karnataka,sugarcane,no,large,large_farmer_irrigation_support,0
286715,4.04,gujarat,cotton,yes,large,drip_irrigation,0
306680,4.59,up,wheat,no,large,drip_irrigation,0
185289,2.83,punjab,rice,yes,medium,rice_development_scheme,1
55978,1.33,punjab,rice,yes,small,medium_farmer_modernization,0
185919,2.38,punjab,wheat,yes,medium,sugarcane_incentive,0
418055,4.75,punjab,rice,yes,large,crop_insurance,0
188101,3.43,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
109115,2.9,maharashtra,sugarcane,no,medium,low_income_farmer_aid,1
259674,3.9,punjab,rice,yes,medium,small_farmer_support,0
290877,3.53,maharashtra,cotton,yes,medium,cotton_support_scheme,1
181501,2.08,up,wheat,yes,medium,low_income_farmer_aid,0
79174,0.99,gujarat,wheat,no,small,rice_development_scheme,0
198470,5.51,gujarat,cotton,no,large,large_farmer_irrigation_support,0
204452,2.89,gujarat,cotton,yes,medium,drip_irrigation,0
100395,1.32,karnataka,sugarcane,no,small,medium_farmer_modernization,0
257651,3.74,up,wheat,yes,medium,cotton_support_scheme,0
338596,5.15,gujarat,wheat,yes,large,drip_irrigation,0
250960,4.24,gujarat,wheat,yes,large,large_farmer_irrigation_support,1
519181,5.68,karnataka,sugarcane,yes,large,pm_kisan,0
176361,3.39,gujarat,wheat,no,medium,large_farmer_irrigation_support,0
347301,4.71,up,rice,no,large,low_income_farmer_aid,0
275538,4.78,karnataka,sugarcane,no,large,rice_development_scheme,0
392498,5.86,gujarat,cotton,yes,large,pm_kisan,0
252888,3.44,up,wheat,no,medium,rice_development_scheme,1
154336,4.58,punjab,rice,no,large,crop_insurance,0
166183,4.11,gujarat,cotton,no,large,drip_irrigation,1
217510,2.6,punjab,rice,yes,medium,sugarcane_incentive,0
151711,1.95,maharashtra,sugarcane,yes,small,rice_development_scheme,1
38173,0.56,up,wheat,no,small,small_farmer_support,1
113045,1.39,up,wheat,yes,small,large_farmer_irrigation_support,0
272698,5.08,karnataka,sugarcane,yes,large,rice_development_scheme,0
142811,1.98,up,wheat,no,small,cotton_support_scheme,0
60747,0.69,karnataka,sugarcane,yes,small,rice_development_scheme,0
66395,1.15,maharashtra,sugarcane,yes,small,crop_insurance,0
49154,0.7,karnataka,sugarcane,no,small,small_farmer_support,1
409864,5.19,gujarat,cotton,no,large,medium_farmer_modernization,0
272392,5.72,up,rice,no,large,drip_irrigation,1
232962,4.82,punjab,wheat,yes,large,crop_insurance,0
223957,2.96,karnataka,sugarcane,yes,medium,small_farmer_support,0
409826,4.71,punjab,rice,yes,large,medium_farmer_modernization,0
45001,0.77,karnataka,sugarcane,yes,small,medium_farmer_modernization,0
238127,2.6,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
270365,4.88,maharashtra,cotton,yes,large,sugarcane_incentive,1
87298,2.3,gujarat,wheat,no,medium,sugarcane_incentive,0
